product,country,price,millisSinceEpoch
butter,europe,219,1241136000000
butter,europe,220,1243814400000
butter,europe,224,1246406400000
butter,europe,231,1249084800000
butter,europe,242,1251763200000
butter,europe,268,1254355200000
butter,europe,292,1257033600000
butter,europe,304,1259625600000
butter,europe,293,1262304000000
butter,europe,283,1264982400000
butter,europe,280,1267401600000
butter,europe,292,1270080000000
butter,europe,330,1272672000000
butter,europe,349,1275350400000
butter,europe,363,1277942400000
butter,europe,363,1280620800000
butter,europe,358,1283299200000
butter,europe,361,1285891200000
butter,europe,357,1288569600000
butter,europe,353,1291161600000
butter,europe,352,1293840000000
butter,europe,372,1296518400000
butter,europe,382,1298937600000
butter,europe,378,1301616000000
butter,europe,382,1304208000000
butter,europe,391,1306886400000
butter,europe,396,1309478400000
butter,europe,390,1312156800000
butter,europe,390,1314835200000
butter,europe,388,1317427200000
butter,europe,377,1320105600000
butter,europe,358,1322697600000
butter,europe,349,1325376000000
butter,europe,334,1328054400000
butter,europe,314,1330560000000
butter,europe,281,1333238400000
butter,europe,261,1335830400000
butter,europe,271,1338508800000
butter,europe,275,1341100800000
butter,europe,290,1343779200000
butter,europe,314,1346457600000
butter,europe,320,1349049600000
butter,europe,330,1351728000000
butter,europe,337,1354320000000
butter,europe,333,1356998400000
butter,europe,331,1359676800000
butter,europe,337,1362096000000
butter,europe,372,1364774400000
butter,europe,396,1367366400000
butter,europe,400,1370044800000
butter,europe,406,1372636800000
butter,europe,411,1375315200000
butter,europe,420,1377993600000
butter,europe,412,1380585600000
butter,europe,405,1383264000000
butter,europe,409,1385856000000
butter,europe,401,1388534400000
butter,europe,372,1391212800000
butter,europe,368,1393632000000
butter,europe,358,1396310400000
butter,europe,350,1398902400000
butter,europe,350,1401580800000
butter,europe,354,1404172800000
butter,europe,335,1406851200000
butter,europe,309,1409529600000
butter,europe,307,1412121600000
butter,europe,305,1414800000000
butter,europe,293,1417392000000
butter,europe,293,1420070400000
butter,europe,318,1422748800000
butter,europe,328,1425168000000
butter,europe,315,1427846400000
butter,europe,304,1430438400000
butter,europe,304,1433116800000
butter,europe,296,1435708800000
butter,europe,289,1438387200000
butter,europe,287,1441065600000
butter,europe,298,1443657600000
butter,europe,301,1446336000000
butter,europe,296,1448928000000
butter,europe,285,1451606400000
butter,europe,271,1454284800000
butter,europe,261,1456790400000
butter,europe,254,1459468800000
butter,europe,258,1462060800000
butter,europe,282,1464739200000
butter,europe,302,1467331200000
butter,europe,333,1470009600000
butter,europe,377,1472688000000
butter,europe,404,1475280000000
butter,europe,416,1477958400000
butter,europe,426,1480550400000
butter,europe,424,1483228800000
butter,europe,416,1485907200000
butter,europe,416,1488326400000
butter,europe,429,1491004800000
butter,europe,464,1493596800000
butter,europe,515,1496275200000
butter,europe,576,1498867200000
butter,europe,614,1501545600000
